# Typfallsmodellen reference results
# model: Version 4.8
# workbook: typfallsmodellen.xlsb
# publicavg: ok, all rule years 2019-2026 match the port
# exported: 2026-09-13 15:18:14
# referensar: 2025.
# marginal: 0.
# belopp12: 1.
# compareTo: 0.
# avkastning_val: 2.
# hyra: 6300.
# ansokt_bt: 1.
# cases: 299
# caseset: full
# start.Gift: 0
# adv.Variabelnamn: 0.   (row 2)
# adv.w_time: 67.   (row 4)
# adv.IPS_Monthly: 0.   (row 11)
# adv.IPS_start: 2026.   (row 12)
# adv.rng_Kapitalförsäkring: 0.   (row 13)
# adv.TJP_PAR: 66.   (row 14)
# adv.rng_Arvsvinster_TJP: 1.   (row 15)
# adv.Rgk: 0.01   (row 16)
# adv.rng_Temp_Tjp_Uttag: 0.   (row 17)
# adv.rng_Temp_IPS_Uttag: 0.   (row 18)
# adv.rng_Försäkringstid_vid_65: 40.   (row 21)
# adv.Rng_Ansokt: 1.   (row 29)
# adv.Hyra: 6300.   (row 30)
# adv.rng_Makens_inkomst: 0.   (row 31)
# adv.rng_Formogenhet: 0.   (row 32)
# adv.rng_Make_Bald: 1958.   (row 33)
# adv.rng_Kapital_pens: 0.   (row 34)
# adv.RNG_dela: 2.   (row 36)
# adv.rng_Kommunalskatt: 0.   (row 39)
# adv.rng_Begravningsavgift: 0.   (row 40)
# adv.rngPens_Inflation: 0.   (row 43)
# adv.rng_Syntetisk: 0.   (row 44)
# adv.rng_Since_Year_Nyckeltal: 0.   (row 45)
# adv.rng_FlexPens: 0.   (row 46)
# adv.marginal: 0.   (row 47)
# adv.rng_Senaste_Index_Framskrivning: 1.   (row 48)
# adv.rng_Förenklad_beräkning: 0.   (row 49)
# adv.wStartYear_AdvSettings: 1.   (row 50)
# adv.rng_Fondförsäkring: 1.   (row 51)
# adv.Rng_ddelat: 0.   (row 52)
# adv.rng_nypropp: 0.   (row 53)
# adv.rng_mftid: 0.   (row 54)
# adv.rng_tabell2_startAge: 56.   (row 55)
# adv.Visa_process: 1.   (row 58)
# adv.fack: 0.   (row 60)
# adv.akasseavg: 0.   (row 61)
# adv.satagare: 0.   (row 63)
# adv.w_ref: 2025.   (row 64)
# adv.Rng_belopp12: 1.   (row 66)
# adv.Alt_p_age: 0.   (row 67)
# adv.Rng_compareTo: 0.   (row 68)
# adv.Scenario: 0.   (row 69)
# adv.rng_Född_Barn1: 00:00:00   (row 73)
# adv.rng_Född_Barn2: 00:00:00   (row 74)
# adv.rng_Född_Barn3: 00:00:00   (row 75)
# adv.rng_Född_Barn4: 00:00:00   (row 76)
# adv.rng_def_ar: 0.   (row 81)
# adv.rngLönPartUttag: Arbetar deltid   (row 84)
# adv.rng_PBHYear: 0.   (row 87)
# adv.rng_PBH_IP: 0.   (row 88)
# adv.rng_PBH_PP: 0.   (row 89)
# adv.rng_PBH_tjp: 0.   (row 90)
# adv.rng_PBH_IPS: 0.   (row 91)
# adv.rng_Avkastning_val: 2.   (row 94)
# adv.Risk: 0.   (row 95)
# adv.rng_Avkastning_fondavgifter: 1.   (row 96)
# adv.Mortality: 0.   (row 100)
# adv.Average_Earning: 5.   (row 103)
# adv.rng_wyears: 40.   (row 106)
# adv.rng_Bara_fastapriser: 0.   (row 110)
# adv.rng_Sista_PensRatt: 0.   (row 111)
# adv.rng_alt_last_pratt: 0.   (row 114)
# adv.Tl_spec_y: 0.   (row 116)
# adv.TL_special: 1.   (row 117)
# adv.Rules: 0.   (row 119)
# adv.RulesFromUtg: 0.   (row 120)
# adv.RulesFromSkatt: 0.   (row 121)
# adv.Wealth: 0.   (row 125)
# adv.Resp_tjp: 1.   (row 128)
# adv.Rng_resp_rel: 0.   (row 129)
# adv.Rng_resp_max: 1.   (row 130)
# adv.Verbose: 1.   (row 132)
# adv.rng_discount: 0.05   (row 134)
# adv.Wage_profil: 0.   (row 141)
# adv.rngTurboMode: 0   (row 143)
# adv.rngDelnIPMort: 1958.   (row 144)
# adv.rngDelnPPMort: 1958.   (row 145)
# live.rng_def_ar: 0.
# live.rng_PBHYear: 0.
# live.rng_PBH_IP: 0.
# live.rng_PBH_PP: 0.
# live.rng_PBH_tjp: 0.
# live.rng_PBH_IPS: 0.
# live.rng_Bara_fastapriser: 1.
# live.rng_Sista_PensRatt: 1.
Födelseår,Börjar arbeta vid ålder,Går i pension vid ålder,Årslön,Årlig inflation,Real tillväxt,Real fondavkastning,Egen Lönelista,Privat pensionssparande (med avdragsrätt),Välj tjänstepension,Slutlön,Brutto-pension,Inkomstpension,Tilläggspension,Premiepension,Garanti-pension,P_tillägg,Tjänstepension,Eget sparande,Efter skatt,Bostadstillägg + ÄFS,Disponibel inkomst
1960.,23.,66.,462000.,0.,0.,0.017,0.,0.,2.,37962.91308031,32845.,16838.,0.,3698.,0.,0.,12309.,0.,22821.,0.,22821.
1960.,23.,66.,462000.,0.,0.,0.017,0.,0.,3.,37962.91308031,27635.,16838.,0.,3698.,0.,0.,7099.,0.,19482.4166666667,0.,19482.4166666667
1960.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,37962.91308031,26663.,16838.,0.,3698.,0.,0.,6127.,0.,18861.25,0.,18861.25
1960.,23.,66.,462000.,0.,0.,0.017,0.,0.,5.,37962.91308031,27298.,16838.,0.,3698.,0.,0.,6762.,0.,19267.75,0.,19267.75
1960.,23.,66.,462000.,0.,0.,0.017,0.,0.,6.,37962.91308031,30771.,16838.,0.,3698.,0.,0.,10235.,0.,21492.3333333333,0.,21492.3333333333
1960.,23.,66.,462000.,0.,0.,0.017,0.,0.,7.,37962.91308031,29088.,16838.,0.,3698.,0.,0.,8552.,0.,20413.1666666667,0.,20413.1666666667
1960.,23.,66.,462000.,0.,0.,0.017,0.,0.,8.,37962.91308031,38893.,16838.,0.,3698.,0.,0.,18357.,0.,26698.4166666667,0.,26698.4166666667
1965.,23.,66.,462000.,0.,0.,0.017,0.,0.,1.,39872.3153067248,20781.,16486.,0.,4295.,0.,0.,0.,0.,15071.3333333333,0.,15071.3333333333
1965.,23.,66.,462000.,0.,0.,0.017,0.,0.,2.,39872.3153067248,31692.,16486.,0.,4295.,0.,0.,10911.,0.,22081.4166666667,0.,22081.4166666667
1965.,23.,66.,462000.,0.,0.,0.017,0.,0.,3.,39872.3153067248,28413.,16486.,0.,4295.,0.,0.,7632.,0.,19982.9166666667,0.,19982.9166666667
1965.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,27437.,16486.,0.,4295.,0.,0.,6656.,0.,19355.0833333333,0.,19355.0833333333
1965.,23.,66.,462000.,0.,0.,0.017,0.,0.,5.,39872.3153067248,28090.,16486.,0.,4295.,0.,0.,7309.,0.,19774.1666666667,0.,19774.1666666667
1965.,23.,66.,462000.,0.,0.,0.017,0.,0.,6.,39872.3153067248,29927.,16486.,0.,4295.,0.,0.,9146.,0.,20950.25,0.,20950.25
1965.,23.,66.,462000.,0.,0.,0.017,0.,0.,7.,39872.3153067248,29438.,16486.,0.,4295.,0.,0.,8657.,0.,20638.,0.,20638.
1965.,23.,66.,462000.,0.,0.,0.017,0.,0.,8.,39872.3153067248,36511.,16486.,0.,4295.,0.,0.,15730.,0.,25170.5,0.,25170.5
1970.,23.,66.,462000.,0.,0.,0.017,0.,0.,1.,39872.3153067248,20316.,15566.,0.,4750.,0.,0.,0.,0.,14771.0833333333,0.,14771.0833333333
1970.,23.,66.,462000.,0.,0.,0.017,0.,0.,2.,39872.3153067248,29189.,15566.,0.,4750.,0.,0.,8873.,0.,20478.75,0.,20478.75
1970.,23.,66.,462000.,0.,0.,0.017,0.,0.,3.,39872.3153067248,28162.,15566.,0.,4750.,0.,0.,7846.,0.,19821.75,0.,19821.75
1970.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,27305.,15566.,0.,4750.,0.,0.,6989.,0.,19272.0833333333,0.,19272.0833333333
1970.,23.,66.,462000.,0.,0.,0.017,0.,0.,5.,39872.3153067248,27580.,15566.,0.,4750.,0.,0.,7264.,0.,19449.1666666667,0.,19449.1666666667
1970.,23.,66.,462000.,0.,0.,0.017,0.,0.,6.,39872.3153067248,28016.,15566.,0.,4750.,0.,0.,7700.,0.,19727.4166666667,0.,19727.4166666667
1970.,23.,66.,462000.,0.,0.,0.017,0.,0.,7.,39872.3153067248,28321.,15566.,0.,4750.,0.,0.,8005.,0.,19923.5833333333,0.,19923.5833333333
1970.,23.,66.,462000.,0.,0.,0.017,0.,0.,8.,39872.3153067248,33565.,15566.,0.,4750.,0.,0.,13249.,0.,23285.3333333333,0.,23285.3333333333
1975.,23.,66.,462000.,0.,0.,0.017,0.,0.,1.,39872.3153067248,19882.,14979.,0.,4903.,0.,0.,0.,0.,14488.5833333333,0.,14488.5833333333
1975.,23.,66.,462000.,0.,0.,0.017,0.,0.,2.,39872.3153067248,28231.,14979.,0.,4903.,0.,0.,8349.,0.,19866.1666666667,0.,19866.1666666667
1975.,23.,66.,462000.,0.,0.,0.017,0.,0.,3.,39872.3153067248,27571.,14979.,0.,4903.,0.,0.,7689.,0.,19442.8333333333,0.,19442.8333333333
1975.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,27606.,14979.,0.,4903.,0.,0.,7724.,0.,19464.25,0.,19464.25
1975.,23.,66.,462000.,0.,0.,0.017,0.,0.,5.,39872.3153067248,27090.,14979.,0.,4903.,0.,0.,7208.,0.,19133.1666666667,0.,19133.1666666667
1975.,23.,66.,462000.,0.,0.,0.017,0.,0.,6.,39872.3153067248,27691.,14979.,0.,4903.,0.,0.,7809.,0.,19519.3333333333,0.,19519.3333333333
1975.,23.,66.,462000.,0.,0.,0.017,0.,0.,7.,39872.3153067248,27956.,14979.,0.,4903.,0.,0.,8074.,0.,19689.1666666667,0.,19689.1666666667
1975.,23.,66.,462000.,0.,0.,0.017,0.,0.,8.,39872.3153067248,31746.,14979.,0.,4903.,0.,0.,11864.,0.,22119.1666666667,0.,22119.1666666667
1980.,23.,66.,462000.,0.,0.,0.017,0.,0.,1.,39872.3153067248,19048.,14632.,0.,4416.,0.,0.,0.,0.,13946.9166666667,0.,13946.9166666667
1980.,23.,66.,462000.,0.,0.,0.017,0.,0.,2.,39872.3153067248,26500.,14632.,0.,4416.,0.,0.,7452.,0.,18752.5833333333,0.,18752.5833333333
1980.,23.,66.,462000.,0.,0.,0.017,0.,0.,3.,39872.3153067248,26302.,14632.,0.,4416.,0.,0.,7254.,0.,18628.0833333333,0.,18628.0833333333
1980.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,26235.,14632.,0.,4416.,0.,0.,7187.,0.,18585.5833333333,0.,18585.5833333333
1980.,23.,66.,462000.,0.,0.,0.017,0.,0.,5.,39872.3153067248,27062.,14632.,0.,4416.,0.,0.,8014.,0.,19116.0833333333,0.,19116.0833333333
1980.,23.,66.,462000.,0.,0.,0.017,0.,0.,6.,39872.3153067248,27852.,14632.,0.,4416.,0.,0.,8804.,0.,19620.5,0.,19620.5
1980.,23.,66.,462000.,0.,0.,0.017,0.,0.,7.,39872.3153067248,27358.,14632.,0.,4416.,0.,0.,8310.,0.,19306.,0.,19306.
1980.,23.,66.,462000.,0.,0.,0.017,0.,0.,8.,39872.3153067248,30201.,14632.,0.,4416.,0.,0.,11153.,0.,21126.3333333333,0.,21126.3333333333
1985.,23.,66.,462000.,0.,0.,0.017,0.,0.,1.,39872.3153067248,18116.,14263.,0.,3853.,0.,0.,0.,0.,13341.6666666667,0.,13341.6666666667
1985.,23.,66.,462000.,0.,0.,0.017,0.,0.,2.,39872.3153067248,24628.,14263.,0.,3853.,0.,0.,6512.,0.,17555.25,0.,17555.25
1985.,23.,66.,462000.,0.,0.,0.017,0.,0.,3.,39872.3153067248,24881.,14263.,0.,3853.,0.,0.,6765.,0.,17718.4166666667,0.,17718.4166666667
1985.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,24665.,14263.,0.,3853.,0.,0.,6549.,0.,17581.3333333333,0.,17581.3333333333
1985.,23.,66.,462000.,0.,0.,0.017,0.,0.,5.,39872.3153067248,25394.,14263.,0.,3853.,0.,0.,7278.,0.,18046.5,0.,18046.5
1985.,23.,66.,462000.,0.,0.,0.017,0.,0.,6.,39872.3153067248,26440.,14263.,0.,3853.,0.,0.,8324.,0.,18717.1666666667,0.,18717.1666666667
1985.,23.,66.,462000.,0.,0.,0.017,0.,0.,7.,39872.3153067248,26550.,14263.,0.,3853.,0.,0.,8434.,0.,18786.3333333333,0.,18786.3333333333
1985.,23.,66.,462000.,0.,0.,0.017,0.,0.,8.,39872.3153067248,27998.,14263.,0.,3853.,0.,0.,9882.,0.,19717.5,0.,19717.5
1990.,23.,66.,462000.,0.,0.,0.017,0.,0.,1.,39872.3153067248,17240.,13989.,0.,3251.,0.,0.,0.,0.,12774.0833333333,0.,12774.0833333333
1990.,23.,66.,462000.,0.,0.,0.017,0.,0.,2.,39872.3153067248,22747.,13989.,0.,3251.,0.,0.,5507.,0.,16349.,0.,16349.
1990.,23.,66.,462000.,0.,0.,0.017,0.,0.,3.,39872.3153067248,23703.,13989.,0.,3251.,0.,0.,6463.,0.,16962.0833333333,0.,16962.0833333333
1990.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,22833.,13989.,0.,3251.,0.,0.,5593.,0.,16405.8333333333,0.,16405.8333333333
1990.,23.,66.,462000.,0.,0.,0.017,0.,0.,5.,39872.3153067248,23408.,13989.,0.,3251.,0.,0.,6168.,0.,16775.8333333333,0.,16775.8333333333
1990.,23.,66.,462000.,0.,0.,0.017,0.,0.,6.,39872.3153067248,24667.,13989.,0.,3251.,0.,0.,7427.,0.,17577.8333333333,0.,17577.8333333333
1990.,23.,66.,462000.,0.,0.,0.017,0.,0.,7.,39872.3153067248,24757.,13989.,0.,3251.,0.,0.,7517.,0.,17637.9166666667,0.,17637.9166666667
1990.,23.,66.,462000.,0.,0.,0.017,0.,0.,8.,39872.3153067248,25610.,13989.,0.,3251.,0.,0.,8370.,0.,18183.5833333333,0.,18183.5833333333
1995.,23.,66.,462000.,0.,0.,0.017,0.,0.,1.,39872.3153067248,16639.,13695.,0.,2944.,0.,0.,0.,0.,12383.,0.,12383.
1995.,23.,66.,462000.,0.,0.,0.017,0.,0.,2.,39872.3153067248,21628.,13695.,0.,2944.,0.,0.,4989.,0.,15620.6666666667,0.,15620.6666666667
1995.,23.,66.,462000.,0.,0.,0.017,0.,0.,3.,39872.3153067248,22972.,13695.,0.,2944.,0.,0.,6333.,0.,16494.3333333333,0.,16494.3333333333
1995.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,21715.,13695.,0.,2944.,0.,0.,5076.,0.,15678.4166666667,0.,15678.4166666667
1995.,23.,66.,462000.,0.,0.,0.017,0.,0.,5.,39872.3153067248,22098.,13695.,0.,2944.,0.,0.,5459.,0.,15926.,0.,15926.
1995.,23.,66.,462000.,0.,0.,0.017,0.,0.,6.,39872.3153067248,23580.,13695.,0.,2944.,0.,0.,6941.,0.,16885.3333333333,0.,16885.3333333333
1995.,23.,66.,462000.,0.,0.,0.017,0.,0.,7.,39872.3153067248,23695.,13695.,0.,2944.,0.,0.,7056.,0.,16956.75,0.,16956.75
1995.,23.,66.,462000.,0.,0.,0.017,0.,0.,8.,39872.3153067248,24093.,13695.,0.,2944.,0.,0.,7454.,0.,17210.5833333333,0.,17210.5833333333
2000.,23.,66.,462000.,0.,0.,0.017,0.,0.,1.,39872.3153067248,16283.,13451.,0.,2832.,0.,0.,0.,0.,12151.8333333333,0.,12151.8333333333
2000.,23.,66.,462000.,0.,0.,0.017,0.,0.,2.,39872.3153067248,21075.,13451.,0.,2832.,0.,0.,4792.,0.,15261.6666666667,0.,15261.6666666667
2000.,23.,66.,462000.,0.,0.,0.017,0.,0.,3.,39872.3153067248,22571.,13451.,0.,2832.,0.,0.,6288.,0.,16234.1666666667,0.,16234.1666666667
2000.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,21508.,13451.,0.,2832.,0.,0.,5225.,0.,15543.1666666667,0.,15543.1666666667
2000.,23.,66.,462000.,0.,0.,0.017,0.,0.,5.,39872.3153067248,21420.,13451.,0.,2832.,0.,0.,5137.,0.,15484.4166666667,0.,15484.4166666667
2000.,23.,66.,462000.,0.,0.,0.017,0.,0.,6.,39872.3153067248,23133.,13451.,0.,2832.,0.,0.,6850.,0.,16598.75,0.,16598.75
2000.,23.,66.,462000.,0.,0.,0.017,0.,0.,7.,39872.3153067248,23275.,13451.,0.,2832.,0.,0.,6992.,0.,16686.3333333333,0.,16686.3333333333
2000.,23.,66.,462000.,0.,0.,0.017,0.,0.,8.,39872.3153067248,23337.,13451.,0.,2832.,0.,0.,7054.,0.,16726.5833333333,0.,16726.5833333333
2005.,23.,67.,462000.,0.,0.,0.017,0.,0.,1.,39872.3153067248,17009.,14012.,0.,2997.,0.,0.,0.,0.,12620.0833333333,0.,12620.0833333333
2005.,23.,67.,462000.,0.,0.,0.017,0.,0.,2.,39872.3153067248,21958.,14012.,0.,2997.,0.,0.,4949.,0.,15836.4166666667,0.,15836.4166666667
2005.,23.,67.,462000.,0.,0.,0.017,0.,0.,3.,39872.3153067248,23790.,14012.,0.,2997.,0.,0.,6781.,0.,17019.1666666667,0.,17019.1666666667
2005.,23.,67.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,22379.,14012.,0.,2997.,0.,0.,5370.,0.,16108.5833333333,0.,16108.5833333333
2005.,23.,67.,462000.,0.,0.,0.017,0.,0.,5.,39872.3153067248,22366.,14012.,0.,2997.,0.,0.,5357.,0.,16100.9166666667,0.,16100.9166666667
2005.,23.,67.,462000.,0.,0.,0.017,0.,0.,6.,39872.3153067248,24152.,14012.,0.,2997.,0.,0.,7143.,0.,17250.5833333333,0.,17250.5833333333
2005.,23.,67.,462000.,0.,0.,0.017,0.,0.,7.,39872.3153067248,24390.,14012.,0.,2997.,0.,0.,7381.,0.,17404.25,0.,17404.25
2005.,23.,67.,462000.,0.,0.,0.017,0.,0.,8.,39872.3153067248,24390.,14012.,0.,2997.,0.,0.,7381.,0.,17404.25,0.,17404.25
1959.,23.,63.,180000.,0.,0.,0.017,0.,0.,4.,15119.0775205232,8075.0350891345,5210.2801215348,0.,1060.9371084402,0.,0.,1803.8178591595,0.,6269.0631380352,0.,6269.0631380352
1959.,23.,65.,180000.,0.,0.,0.017,0.,0.,4.,15024.396626569,8744.2040226424,5746.9103697459,0.,1100.4507768277,0.,0.,1896.8428760689,0.,6777.5551808583,0.,6777.5551808583
1959.,23.,66.,180000.,0.,0.,0.017,0.,0.,4.,14885.4386844892,15412.,6240.,0.,1412.,5399.,0.,2361.,0.,11563.0833333333,4811.,16374.0833333333
1959.,23.,67.,180000.,0.,0.,0.017,0.,0.,4.,14790.745355965,16315.,7033.,0.,1553.,5169.,0.,2560.,0.,13935.6666666667,4351.,18286.6666666667
1959.,23.,68.,180000.,0.,0.,0.017,0.,0.,4.,14803.1749362827,17096.,7780.,0.,1668.,4932.,0.,2716.,0.,14524.75,3911.,18435.75
1959.,23.,70.,180000.,0.,0.,0.017,0.,0.,4.,15179.1403356358,18644.,8948.,0.,1933.,4693.,0.,3070.,0.,15694.5833333333,3029.,18723.5833333333
1959.,23.,75.,180000.,0.,0.,0.017,0.,0.,4.,15534.6683013213,24650.,13294.,0.,2903.,3963.,275.,4215.,0.,20263.75,0.,20263.75
1959.,23.,63.,264000.,0.,0.,0.017,0.,0.,4.,22174.6470301008,11844.5086714528,7642.3435777473,0.,1557.6894409938,0.,0.,2644.4756527117,0.,9051.4943310658,0.,9051.4943310658
1959.,23.,65.,264000.,0.,0.,0.017,0.,0.,4.,22035.7817189679,12828.859833795,8430.077176924,0.,1614.9341683729,0.,0.,2783.8484884981,0.,9786.67893131,0.,9786.67893131
1959.,23.,66.,264000.,0.,0.,0.017,0.,0.,4.,21831.9767372508,18548.,9154.,0.,2072.,3859.,0.,3463.,0.,13600.25,3070.,16670.25
1959.,23.,67.,264000.,0.,0.,0.017,0.,0.,4.,21693.0931887486,19970.,10317.,0.,2279.,3494.,125.,3755.,0.,16697.1666666667,2388.,19085.1666666667
1959.,23.,68.,264000.,0.,0.,0.017,0.,0.,4.,21711.3232398813,21363.,11412.,0.,2447.,3146.,375.,3983.,0.,17758.0833333333,1744.,19502.0833333333
1959.,23.,70.,264000.,0.,0.,0.017,0.,0.,4.,22262.7391589325,23863.,13126.,0.,2837.,2796.,600.,4504.,0.,19665.4166666667,448.,20113.4166666667
1959.,23.,75.,264000.,0.,0.,0.017,0.,0.,4.,22784.1801752713,32192.,19501.,0.,4259.,1726.,525.,6181.,0.,25974.6666666667,0.,25974.6666666667
1959.,23.,63.,324000.,0.,0.,0.017,0.,0.,4.,27214.3395369418,14538.4347826087,9379.8528676293,0.,1911.7097684924,0.,0.,3246.8721464871,0.,10877.8833275076,0.,10877.8833275076
1959.,23.,65.,324000.,0.,0.,0.017,0.,0.,4.,27043.9139278242,15745.6081416356,10347.0563892569,0.,1982.4223051909,0.,0.,3416.1294471878,0.,11757.0194347425,0.,11757.0194347425
1959.,23.,66.,324000.,0.,0.,0.017,0.,0.,4.,26793.7896320805,21364.,11235.,0.,2543.,2759.,575.,4252.,0.,15426.3333333333,1826.,17252.3333333333
1959.,23.,67.,324000.,0.,0.,0.017,0.,0.,4.,26623.3416407369,22966.,12662.,0.,2797.,2298.,600.,4609.,0.,18983.75,987.,19970.75
1959.,23.,68.,324000.,0.,0.,0.017,0.,0.,4.,26645.7148853089,24373.,14007.,0.,3004.,1872.,600.,4890.,0.,20055.8333333333,194.,20249.8333333333
1959.,23.,70.,324000.,0.,0.,0.017,0.,0.,4.,27322.4526041444,27161.,16109.,0.,3481.,1442.,600.,5529.,0.,22166.1666666667,0.,22166.1666666667
1959.,23.,75.,324000.,0.,0.,0.017,0.,0.,4.,27962.4029423784,36875.,23932.,0.,5227.,128.,0.,7588.,0.,29500.3333333333,0.,29500.3333333333
1959.,23.,63.,396000.,0.,0.,0.017,0.,0.,4.,33261.9705451511,17771.8204404291,11465.7631147321,0.,2337.6580355462,0.,0.,3968.3992901508,0.,12971.6606929992,0.,12971.6606929992
1959.,23.,65.,396000.,0.,0.,0.017,0.,0.,4.,33053.6725784519,19245.3033843189,12646.6259906058,0.,2422.4012525593,0.,0.,4176.2761411538,0.,14032.0898269702,0.,14032.0898269702
1959.,23.,66.,396000.,0.,0.,0.017,0.,0.,4.,32747.9651058762,24075.,13732.,0.,3108.,1439.,600.,5196.,0.,17173.25,334.,17507.25
1959.,23.,67.,396000.,0.,0.,0.017,0.,0.,4.,32539.6397831229,25968.,15477.,0.,3419.,862.,575.,5635.,0.,21262.8333333333,0.,21262.8333333333
1959.,23.,68.,396000.,0.,0.,0.017,0.,0.,4.,32566.984859822,27434.,17120.,0.,3672.,341.,325.,5976.,0.,22372.6666666667,0.,22372.6666666667
1959.,23.,70.,396000.,0.,0.,0.017,0.,0.,4.,33394.1087383987,30730.,19691.,0.,4256.,0.,25.,6758.,0.,24868.8333333333,0.,24868.8333333333
1959.,23.,75.,396000.,0.,0.,0.017,0.,0.,4.,34176.270262907,44918.,29254.,0.,6389.,0.,0.,9275.,0.,35155.1666666667,0.,35155.1666666667
1959.,23.,63.,462000.,0.,0.,0.017,0.,0.,4.,38805.6323026763,20735.4763249173,13378.59675728,0.,2727.6423328225,0.,0.,4629.2372348149,0.,14898.074480385,0.,14898.074480385
1959.,23.,65.,462000.,0.,0.,0.017,0.,0.,4.,38562.6180081938,22454.0285679875,14755.9072142599,0.,2826.1347946525,0.,0.,4871.986559075,0.,16112.4250672448,0.,16112.4250672448
1959.,23.,66.,462000.,0.,0.,0.017,0.,0.,4.,38205.9592901889,26216.,16023.,0.,3627.,229.,275.,6062.,0.,18549.,0.,18549.
1959.,23.,67.,462000.,0.,0.,0.017,0.,0.,4.,37962.91308031,28696.,18059.,0.,3989.,0.,75.,6573.,0.,23329.1666666667,0.,23329.1666666667
1959.,23.,68.,462000.,0.,0.,0.017,0.,0.,4.,37994.8156697923,31233.,19976.,0.,4284.,0.,0.,6973.,0.,25249.5833333333,0.,25249.5833333333
1959.,23.,70.,462000.,0.,0.,0.017,0.,0.,4.,38959.7935281318,35824.,22975.,0.,4965.,0.,0.,7884.,0.,28710.4166666667,0.,28710.4166666667
1959.,23.,75.,462000.,0.,0.,0.017,0.,0.,4.,39872.3153067248,52407.,34131.,0.,7456.,0.,0.,10820.,0.,40201.5833333333,0.,40201.5833333333
1959.,23.,63.,540000.,0.,0.,0.017,0.,0.,4.,45357.2325615697,24237.4678820145,15637.5836089376,0.,3188.4306955984,0.,0.,5411.4535774784,0.,17181.7865612648,0.,17181.7865612648
1959.,23.,65.,540000.,0.,0.,0.017,0.,0.,4.,45073.1898797071,26245.7006864989,17247.77882693,0.,3304.3727809226,0.,0.,5693.5490786463,0.,18548.6700509856,0.,18548.6700509856
1959.,23.,66.,540000.,0.,0.,0.017,0.,0.,4.,44656.3160534675,30054.,18729.,0.,4240.,0.,0.,7085.,0.,21006.25,0.,21006.25
1959.,23.,67.,540000.,0.,0.,0.017,0.,0.,4.,44372.2360678949,33454.,21108.,0.,4663.,0.,0.,7683.,0.,26930.5833333333,0.,26930.5833333333
1959.,23.,68.,540000.,0.,0.,0.017,0.,0.,4.,44409.5248088482,36506.,23349.,0.,5008.,0.,0.,8149.,0.,29223.75,0.,29223.75
1959.,23.,70.,540000.,0.,0.,0.017,0.,0.,4.,45537.4210069073,41872.,26855.,0.,5803.,0.,0.,9214.,0.,33104.6666666667,0.,33104.6666666667
1959.,23.,75.,540000.,0.,0.,0.017,0.,0.,4.,46604.004903964,61256.,39895.,0.,8714.,0.,0.,12647.,0.,44910.75,0.,44910.75
1959.,23.,63.,660000.,0.,0.,0.017,0.,0.,4.,55436.6175752519,30689.6288349332,18921.5435992579,0.,3839.1537737625,0.,0.,7928.9314619128,0.,21333.5646348131,0.,21333.5646348131
1959.,23.,65.,660000.,0.,0.,0.017,0.,0.,4.,55089.4542974198,33238.0434541732,20864.2648199446,0.,3978.9400457666,0.,0.,8394.838588462,0.,23034.0389537918,0.,23034.0389537918
1959.,23.,66.,660000.,0.,0.,0.017,0.,0.,4.,54579.941843127,38234.,22653.,0.,5104.,0.,0.,10477.,0.,26242.4166666667,0.,26242.4166666667
1959.,23.,67.,660000.,0.,0.,0.017,0.,0.,4.,54232.7329718715,42497.,25528.,0.,5613.,0.,0.,11356.,0.,33525.5833333333,0.,33525.5833333333
1959.,23.,68.,660000.,0.,0.,0.017,0.,0.,4.,54278.3080997033,46301.,28236.,0.,6030.,0.,0.,12035.,0.,36086.6666666667,0.,36086.6666666667
1959.,23.,70.,660000.,0.,0.,0.017,0.,0.,4.,55656.8478973312,53047.,32469.,0.,6988.,0.,0.,13590.,0.,40632.0833333333,0.,40632.0833333333
1959.,23.,75.,660000.,0.,0.,0.017,0.,0.,4.,56960.4504381783,77402.,48215.,0.,10491.,0.,0.,18696.,0.,55119.4166666667,0.,55119.4166666667
1959.,23.,63.,840000.,0.,0.,0.017,0.,0.,4.,70555.6950957751,37291.2650372402,19645.3184910328,0.,3839.1537737625,0.,0.,13806.7927724449,0.,25629.3858998145,0.,25629.3858998145
1959.,23.,65.,840000.,0.,0.,0.017,0.,0.,4.,70113.8509239888,40344.1565217391,21629.4455979766,0.,3978.9400457666,0.,0.,14735.7708779959,0.,27668.752350556,0.,27668.752350556
1959.,23.,66.,840000.,0.,0.,0.017,0.,0.,4.,69465.3805276162,47064.,23468.,0.,5104.,0.,0.,18492.,0.,32177.5,0.,32177.5
